texto,likes,video
faltaron algunos goles pero buen resumen,0,¡TODOS los GOLES del Mundial de Clubes FIFA 2025 e
Yo siempre lo dije que luchito iba aser como el ibierno demorava pero cuando se destape no abra quien lo pare eres un orgullo colombiano luchito dios te vendiga hoy y siempre íbamos x Paraguay,0,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
grande lucho,3,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
"Genial.
El futbol nos da grandes alegrias.",1,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
"Creo que el Toxi debe narrar más partidos de la selección,creo q uno y uno estaría bien ,lo hizo muy bien . Saliendo de lo monótono algo diferente ,la próxima que los llame como en los clubes",3,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
colombia vamos,1,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
"Eduardo Luis es un narrador de verdad y con grosería diciendo hp golazo.
Qué Indignación y vergüenza, 😂😂😂😮😅 Somos Colombia Este es mi país de nuestra amada nación.",5,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Vamos Colombia q si se puede,0,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Gracias por subirlo completo 🎉,3,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
orgulloso de ser colombiano porque ganamos 2-1,1,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
1:45:00 El toxi sale un gallo,3,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Vamos Brazil ustedes son los mejores,1,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Solo puedo decir: *JUEPUTA GOLAZO!*,6,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Que viví colombia ❤🎉🎉🎉,0,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Dicen que Carlos Antonio Velez todavía sigue solicitando el cambio de Díaz.,6,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Pierda o gane mi tricolor mi admiracion y respeto siempre,0,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
"Lucho es un guerrero, lucha por el honor",1,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
Estos jugadores jóvenes    la mejor selección de la historia son unos crack unos monstruos nada fácil contra Brazil están  en buen momento y aprovecharon bien❤🎉,0,🔴EN VIVO🔴Colombia vs. Brasil  - Eliminatorias al M
"Ojalá eliminen a esos troncos...no juegan si no bien es sus equipos, en la selección hacen el ridículo 🇨🇴",30,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Juegan como nunca pierden como siempre😂,13,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
A este paso vemos de nuevo el mundial por tv full hd😅,1,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Se pudo por lo menos empatar pero simplemente no se pudo 🤷  gracias guerreros,2,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Más emoción que cerebro😂,1,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
11:33 cantalo como el primero 😂 de brasil,5,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Otra vez CORDOBA?? Hasta cuándo lo van a dejar jugar,19,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
no puede ser,6,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Necesitamos 11 luchos díaz y no nos para nadie🇨🇴🇨🇴🇨🇴,3,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Que no se note que el narrador es madridista.,2,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
"He visto a colombia jugando horrible en ese estadio y traerse empates, increíble que uno de los mejores partidos que ha hecho en Brasil por eliminatoria haya terminado así, simplemente fútbol.",2,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Que Paso Con La Narración del cantante del Gol?,4,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
La prensa agrandada Colombiana ya ganan los partidos sin jugar 😂😂😂😂😂😂,21,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Ganó caminando la canarinha,2,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
"Lo digo y lo digo. No estoy de acuerdo  con ese técnico. No se para que lleva tanto jugadores. Si siempre juegan lo mismo tronco. No les  tiene confianza, fueran Lorenzo,",6,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Excelente Brasil ❤,1,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
si Colombia no se pone las pilas nos eliminan debe ganar el Martes en Barranquilla para seguir vivos por asi no sacan,3,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Un consejo a los periodistas dejen ese alaraco antes de los partidos,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Jajaj modo silencio para los comentaristas colombianos,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Saquen a James ese tronco ya ni corre jajaja.,1,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
"orale cocazo
sueñitooooo? hey rocky hey",0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Mal de verdad Brasil un equipo k de verdad juega es a la suerte. Y un arquero de Colombia sinceramente k está mandado a recoger,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Brasil es Brasil 🇧🇷🇧🇷🇧🇷🇧🇷 🥰🥰🥰😍😍😍😍,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
"Eliminatorias al mundial de 2022 otra vez, buena Copa América, descenso monumental en eliminatorias. DUERMAN A COLOMBIA 🗣🗣",0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Pero para  que repusieron tanto tiempo si lo normal han sido cinco minutos o siete🤔,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Asta cuando con este técnico,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Si yebar a Román crack Cardona y marino Borja y morelos hay que mirar el momento y nivel .pero la Rosca de técnico.siempre su Córdoba y borré nole ase un gol a arcoiris. Lastima. Respeto le queda grande mejor salga .,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
"Penal fallado contra Ecuador, partidos perdidos a último minuto contra Uruguay y Brasil, partidos perdidos con un jugador de más desde el primer tiempo contra Ecuador y Bolivia, y partido empatado a últimos minutos contra Uruguay con unos grandes fallos de Lucho. Volviendo atrás como el cangrejo.",11,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Gritalo Eduardo Luis,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Así como van toca cambiar a los amigos intocables del técnico y al mismo lorenzo.... malos solo ganan los amistosos 😢😢😢😢😢,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
¿El TRONCO JAMES todavía juega? Con razón perdió Llorombia.,3,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
"minuto 3:29: groseria deeduardo luiz/luis, cuidado con ese lenguaje jejeje",0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Colômbia tanto buenos jugadores en el banco y siempre los mismo y no entiendo porque tanta demora con sus cambios vaya que si son pechofrio,9,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
"La Defensa de Colombia es un colador, y el peor es Lucumi.",0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
GRACIAS GUERRERAS 😂,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Cuando saquen a Richard ríos Colombia ganara algo,1,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
Que paso con el super crack el jugador que todos los de win sport hablan el niño prodicio el marino 😂😂😂😂,0,Resumen: Brasil (2) vs. Colombia (1) | Eliminatori
